BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,SUBLOCALITY
"Nest Seekers International, Midtown",Condo for sale,12500000,4,4,3550,"100 Vandam St Apt 6ANew York, NY 10013",New York
"Nest Seekers International, Midtown",Condo for sale,5100000,4,2,2183,"201 W 17th St Ph FNew York, NY 10011",New York
Re Max Edge,House for sale,1450000,4,3,2700,"308 Poillon AveStaten Island, NY 10312",Richmond County
Re Max Edge,Multi-family home for sale,1199000,4,2,1824,"1511 85th StBrooklyn, NY 11228",Kings County
Re Max Edge,Multi-family home for sale,989000,4,2,1827,"2374 E 17th StBrooklyn, NY 11229",Kings County
Re Max Edge,House for sale,948000,4,2,1492,"8647 16th AveBrooklyn, NY 11214",Kings County
Re Max Edge,Pending,1188000,4,3,3840,"139 Atlantic AveStaten Island, NY 10304",Richmond County
Re Max Edge,Multi-family home for sale,999900,4,2,2024,"29 Bay 10th StBrooklyn, NY 11228",Kings County
Re Max Elite,Multi-family home for sale,999998,4,4,2720,"220 Nome AveStaten Island, NY 10314",Richmond County
Re Max Elite,Pending,999000,4,2,1957,"121 86th StBrooklyn, NY 11209",Kings County
Re Max Elite,House for sale,998000,4,4,2000,"336 Bethel AveStaten Island, NY 10307",Richmond County
Re Max Elite,House for sale,725000,4,2,2000,"328 Manor RdStaten Island, NY 10314",Richmond County
Re Max Real Estate Professionals,Pending,2288000,4,3,1788,"1024 82nd StBrooklyn, NY 11228",Kings County
Re Max Real Estate Professionals,House for sale,1750000,4,3,3225,"7316 Ridge BlvdBrooklyn, NY 11209",Kings County
Re Max Real Estate Professionals,House for sale,1149000,4,3,1800,"284 Sullivan PlBrooklyn, NY 11225",Kings County
Re Max Real Estate Professionals,House for sale,1100000,4,3,1400,"7619 10th AveBrooklyn, NY 11228",Kings County
Re Max Real Estate Professionals,House for sale,685000,4,2,2269,"263 Richmond Hill RdStaten Island, NY 10314",Richmond County
Re Max Real Estate Professionals,House for sale,685000,4,2,2269,"263 Richmond Hill RdStaten Island, NY 10314",Richmond County
"Robert Defalco Realty, Inc.",House for sale,1299900,4,4,2755,"346 George StStaten Island, NY 10307",Richmond County
"Robert Defalco Realty, Inc.",Contingent,1999999,4,4,4803,"181 Androvette AveStaten Island, NY 10312",Richmond County
"Robert Defalco Realty, Inc.",Contingent,750000,4,4,1240,"114 McArthur AveStaten Island, NY 10312",Richmond County
"Robert Defalco Realty, Inc.",Contingent,379000,4,1,1200,"20 Bay St Lndg Unit 3JStaten Island, NY 10301",Staten Island
"Robert Defalco Realty, Inc.",House for sale,1999000,4,4,3420,"221 Benedict RdStaten Island, NY 10304",Richmond County
"Robert Defalco Realty, Inc.",Multi-family home for sale,778000,4,3,1300,"131 Darnell LnStaten Island, NY 10309",Richmond County
"Robert Defalco Realty, Inc.",Multi-family home for sale,963000,4,4,2400,"3 Craig AveStaten Island, NY 10307",Richmond County
"Robert Defalco Realty, Inc.",Pending,1245000,4,3,2388,"44 Summit AveStaten Island, NY 10306",New York
"Robert Defalco Realty, Inc.",House for sale,1250000,4,2,3160,"1841 Richmond RdStaten Island, NY 10306",Richmond County
"Robert Defalco Realty, Inc.",House for sale,2199999,4,2,2848,"3569 Richmond RdStaten Island, NY 10306",Richmond County
"Robert Defalco Realty, Inc.",House for sale,749999,4,3,1063,"4236 Richmond AveStaten Island, NY 10312",Richmond County
Serhant,Co-op for sale,5995000,4,4,2184.207862,"110 Franklin St Unit 1New York, NY 10013",New York
Serhant,Co-op for sale,2950000,4,2,2184.207862,"1133 Park Ave Unit 12WNew York, NY 10128",New York
Serhant,Condo for sale,12500000,4,4,2938,"71 Reade St # ANew York, NY 10007",New York
Serhant,Townhouse for sale,5999999,4,4,4375,"310 E 69th StNew York, NY 10021",New York
Serhant,Townhouse for sale,2999999,4,3,2800,"465 Saint Johns PlBrooklyn, NY 11238",Kings County
Serhant,Townhouse for sale,12995000,4,4,5608,"129 E 70th StNew York, NY 10021",New York
Serhant,Condo for sale,12000000,4,4,3809,"67 Franklin St # ANew York, NY 10013",New York
Serhant,Townhouse for sale,899000,4,3,1960,"88-47 247 StQueens, NY 11426",Queens
Serhant,Co-op for sale,1695000,4,4,2184.207862,"55 Liberty St Ph 31ANew York, NY 10038",New York
Serhant,Condo for sale,9995000,4,4,2918,"1049 Fifth Ave Unit 17BNew York, NY 10028",New York
Serhant,Townhouse for sale,5990000,4,4,3750,"96 Bank StNew York, NY 10014",New York
Sotheby'S International Realty,Townhouse for sale,1970000,4,4,2508,"59 Duffield StBrooklyn, NY 11201",Kings County
Sotheby'S International Realty,Co-op for sale,2175000,4,4,2184.207862,"132 E 35th St # 16GHNew York, NY 10016",New York
Sotheby'S International Realty,Townhouse for sale,22500000,4,3,9132,"217 W 20th StNew York, NY 10011",New York
Sotheby'S International Realty,Townhouse for sale,2850000,4,3,1725,"343 Prospect AveBrooklyn, NY 11215",Kings County
Sotheby'S International Realty,Condo for sale,3995000,4,3,2578,"171 W 57th St Apt 8CNew York, NY 10019",New York
Sotheby'S International Realty,Co-op for sale,1600000,4,2,2350,"26 Beaver St Apt 4New York, NY 10004",New York
Sotheby'S International Realty,Townhouse for sale,3850000,4,2,2160,"420 E 84th StNew York, NY 10028",New York
Sotheby'S International Realty,Condo for sale,9500000,4,4,3655,"1 John St # EBrooklyn, NY 11201",Brooklyn
Sotheby'S International Realty,Co-op for sale,4650000,4,4,2184.207862,"980 Fifth Ave Apt 8BNew York, NY 10075",New York
Sotheby'S International Realty,Condo for sale,10850000,4,3,4372,"555 W End AveNew York, NY 10024",New York
Sowae Corp,House for sale,400000,4,2,1980,"781 Sheperd AveBrooklyn, NY 11208",Kings County
Sowae Corp,House for sale,270000,4,2,2000,"2417 Cambreleng AveBronx, NY 10458",Bronx County
Sowae Corp,House for sale,270000,4,2,2000,"2417 Cambreleng AveBronx, NY 10458",Bronx County
Sowae Corp,House for sale,215000,4,2,2000,"408 Van Siclen AveBrooklyn, NY 11207",Kings County
Sowae Corp,House for sale,520000,4,2,1701,"860 Herkimer StBrooklyn, NY 11233",Kings County
Sowae Corp,House for sale,400000,4,2,1980,"781 Sheperd AveBrooklyn, NY 11208",Kings County
Sowae Corp,House for sale,260000,4,2,2015,"620 Sinclair AveStaten Island, NY 10312",Richmond County
Sowae Corp,House for sale,409000,4,2,2184.207862,"144-28 72nd RdFlushing, NY 11367",Queens
Winzone Realty Inc,House for sale,899000,4,2,1672,"140-95 Burden CresJamaica, NY 11435",Queens
Winzone Realty Inc,Multi-family home for sale,899000,4,3,2184.207862,"104-40 Alstyne AveCorona, NY 11368",Queens
Winzone Realty Inc,House for sale,1350000,4,3,1760,"75-57 186th StFresh Meadows, NY 11366",Queens
Winzone Realty Inc,Multi-family home for sale,899000,4,3,2184.207862,"104-40 Alstyne AveCorona, NY 11368",Queens
Winzone Realty Inc,House for sale,1290000,4,3,2184.207862,"141-03 15th AveWhitestone, NY 11357",Queens
Winzone Realty Inc,Condo for sale,1175000,4,2,2184.207862,"168-46 Powells Cove Blvd Unit 21Whitestone, NY 11357",Queens
Winzone Realty Inc,House for sale,729000,4,2,2184.207862,"118-18 225th StCambria Heights, NY 11411",Queens
Winzone Realty Inc,House for sale,1299000,4,2,2184.207862,"2066 66th StBrooklyn, NY 11204",Kings County
Winzone Realty Inc,House for sale,998000,4,2,2184.207862,"214-39 45th DrBayside, NY 11361",Queens
Nobroker,House for sale,1275000,4,3,2184.207862,"87-66 257th StFloral Park, NY 11001",Queens
Brown Harris Stevens,Townhouse for sale,2995000,5,6,2184.207862,"221 Mac Donough St Unit TownhouseBrooklyn, NY 11233",Kings County
Brown Harris Stevens,Co-op for sale,15000000,5,6,2184.207862,"820 Fifth Ave Unit MaisonetteManhattan, NY 10065",New York
Compass,Condo for sale,24500000,5,6,5427,"838 5th Ave Fl 6Manhattan, NY 10065",New York
Compass,Townhouse for sale,1790000,5,6,2736,"12-07 40th Ave Unit MultiQueens, NY 11101",Queens
Corcoran East Side,Co-op for sale,32000000,5,6,2184.207862,"944 Fifth Ave # 3FLNew York, NY 10021",New York
Corcoran East Side,Co-op for sale,11175000,5,6,3841,"1228 Madison Ave Apt 10New York, NY 10128",New York
Corcoran East Side,Co-op for sale,15500000,5,6,2184.207862,"1185 Park Ave # 16 & 17FNew York, NY 10128",New York
Douglas Elliman,House for sale,12500000,5,6,7500,"64 E 7th StNew York, NY 10003",New York
E Realty International Corp,Multi-family home for sale,2290000,5,6,2184.207862,"13-63 209th StBayside, NY 11360",Queens
Re Max Edge,Multi-family home for sale,1180000,5,6,3100,"47-19 99th StCorona, NY 11368",Queens
Re Max Edge,House for sale,2800000,5,6,8333,"25 Copperleaf TerStaten Island, NY 10304",Richmond County
"Robert Defalco Realty, Inc.",Contingent,2473888,5,6,5600,"284 Vineland AveStaten Island, NY 10312",Richmond County
Brown Harris Stevens,Townhouse for sale,1495000,5,3,2184.207862,"1212A Greene Ave Unit TownhouseBrooklyn, NY 11221",Kings County
Brown Harris Stevens,Townhouse for sale,2000000,5,3,3024,"246 W 123rd St Unit TownhouseManhattan, NY 10027",New York
Brown Harris Stevens,Condo for sale,395000,5,1,1000,"110 E 71st St Unit MedicalManhattan, NY 10021",New York
Brown Harris Stevens,Townhouse for sale,4200000,5,4,4480,"164 W 88th St Unit TownhouseManhattan, NY 10024",New York
Brown Harris Stevens,Townhouse for sale,2050000,5,4,3000,"26 Rutland Rd Unit TownhouseBrooklyn, NY 11225",Kings County
Brown Harris Stevens,Condo for sale,4500000,5,4,3180,"377 Rector Pl Ph BManhattan, NY 10280",New York
Brown Harris Stevens,Condo for sale,1995000,5,4,3075,"640 W 237th St Apt 14CBronx, NY 10463",Bronx County
Brown Harris Stevens,House for sale,4200000,5,4,4480,"164 W 88th StNew York, NY 10024",New York
Compass,Townhouse for sale,7850000,5,4,6060,"128 E 19th StManhattan, NY 10003",New York
Compass,Townhouse for sale,1675000,5,2,2100,"841 Willoughby AveBrooklyn, NY 11221",Kings County
Compass,Townhouse for sale,1999000,5,4,3000,"594 Court StBrooklyn, NY 11231",Kings County
Compass,Townhouse for sale,14995000,5,3,6000,"184 E 75th StManhattan, NY 10021",New York
Compass,Townhouse for sale,2175000,5,3,3317,"1259 Jefferson AveBrooklyn, NY 11221",Kings County
Compass,Pending,2800000,5,4,3400,"232 Argyle RdBrooklyn, NY 11218",Kings County
Compass,Townhouse for sale,1999000,5,3,3100,"468 Marion StBrooklyn, NY 11233",Kings County
Compass,Townhouse for sale,4100000,5,3,2184.207862,"1390 Lexington AveManhattan, NY 10128",New York
Compass,Multi-family home for sale,1100000,5,3,1916,"1720 E 51st StBrooklyn, NY 11234",Kings County
Compass,Townhouse for sale,2395000,5,3,2560,"798 Halsey StBrooklyn, NY 11233",Kings County
Compass,Townhouse for sale,9000000,5,4,17860,"177 S 4th StBrooklyn, NY 11211",Kings County
Compass,Townhouse for sale,1979000,5,3,3150,"185 Weirfield StBrooklyn, NY 11221",Kings County
Compass,Townhouse for sale,12995000,5,4,4100,"25 Perry StManhattan, NY 10014",New York
Compass,Pending,2500000,5,4,4400,"210 Jefferson AveBrooklyn, NY 11216",Kings County
Compass,Townhouse for sale,12950000,5,4,3344,"214 W 11th StManhattan, NY 10014",New York
Compass,Townhouse for sale,14000000,5,3,7200,"38 Monroe PlBrooklyn, NY 11201",Kings County
Compass,Townhouse for sale,2250000,5,3,2105,"615 President StBrooklyn, NY 11215",Kings County
Compass,Co-op for sale,8100000,5,4,4000,"1010 5th Ave Unit 6AManhattan, NY 10028",New York
Compass,Townhouse for sale,950000,5,3,2288,"914 Pine StBrooklyn, NY 11208",Kings County
Compass,Townhouse for sale,2099000,5,4,3200,"16 DE Koven CtBrooklyn, NY 11230",Kings County
Compass,Townhouse for sale,6999500,5,3,4065,"446 W 22nd StManhattan, NY 10011",New York
Compass,Townhouse for sale,1895000,5,4,2400,"303 Van Brunt St Apt 1Brooklyn, NY 11231",Brooklyn
Compass,Townhouse for sale,10000000,5,3,5660,"45 W 95th StManhattan, NY 10025",New York
Compass,Townhouse for sale,13995000,5,3,6815,"137 W 77th StManhattan, NY 10024",New York
Compass,Townhouse for sale,3000000,5,3,5000,"263 W 139th StManhattan, NY 10030",New York
Compass,Townhouse for sale,2295000,5,4,4043,"238 Decatur StBrooklyn, NY 11233",Kings County
Compass,Condo for sale,8995000,5,4,4373,"135 W 52nd St Ph 5Manhattan, NY 10019",New York
Compass,Townhouse for sale,2450000,5,3,2982,"274 Bainbridge StBrooklyn, NY 11233",Kings County
Century Homes Realty Group Llc,Multi-family home for sale,1380000,5,3,2184.207862,"31-32 100th StEast Elmhurst, NY 11369",Queens
Coldwell Banker American Homes,Multi-family home for sale,949000,5,3,2184.207862,"4551 Kings HwyBrooklyn, NY 11234",Kings County
Coldwell Banker American Homes,Pending,999999,5,3,2184.207862,"91-31 113th StRichmond Hill, NY 11418",Queens
Coldwell Banker American Homes,House for sale,920000,5,4,2184.207862,"468 E 46th StBrooklyn, NY 11203",Kings County
Corcoran Brooklyn Heights,House for sale,725000,5,3,2184.207862,"138-48 229th StQueens, NY 11413",Queens
Corcoran East Side,Condo for sale,29000000,5,3,5508,"180 E 88th StNew York, NY 10128",New York
Corcoran East Side,Co-op for sale,48000000,5,3,2184.207862,"740 Park Ave # 4 & 5BNew York, NY 10021",New York
Corcoran East Side,Co-op for sale,5600000,5,4,3200,"983 Park Ave # 6CNew York, NY 10028",New York
Corcoran East Side,Co-op for sale,12500000,5,3,2184.207862,"925 Park Ave # 3 & 4ANew York, NY 10028",New York
Corcoran East Side,House for sale,30000000,5,3,6000,"15 Bank StNew York, NY 10014",New York
Corcoran East Side,Condo for sale,21500000,5,3,4179,"1295 Madison AveNew York, NY 10128",New York
Corcoran Park Avenue South,Townhouse for sale,15995000,5,3,2184.207862,"65 Bedford StNew York, NY 10014",New York
Corcoran Park Slope,Townhouse for sale,4195000,5,4,2184.207862,"445 Waverly AveBrooklyn, NY 11238",Kings County
Corcoran Park Slope,Pending,2650000,5,2,2500,"64 E 86th St # 10BANew York, NY 10028",New York
Corcoran West Side,Multi-family home for sale,1895000,5,4,2184.207862,"595 Van Buren StBrooklyn, NY 11221",Kings County
Corcoran West Side,Multi-family home for sale,1895000,5,4,2184.207862,"595 Van Buren StBrooklyn, NY 11221",Kings County
Corcoran Westside Columbus,Townhouse for sale,11000000,5,3,2184.207862,"137 Beach 140th StQueens, NY 11694",Queens
Douglas Elliman,Multi-family home for sale,16995000,5,4,4230,"31 Grove StNew York, NY 10014",New York
Douglas Elliman,Multi-family home for sale,16995000,5,4,4230,"31 Grove StNew York, NY 10014",New York
Douglas Elliman,Multi-family home for sale,995000,5,2,2184.207862,"544 Madison StBrooklyn, NY 11221",Kings County
Douglas Elliman,Multi-family home for sale,995000,5,2,2184.207862,"544 Madison StBrooklyn, NY 11221",Kings County
Douglas Elliman,Condo for sale,5495000,5,4,4014,"270 Broadway Apt 19DNew York, NY 10007",New York
Douglas Elliman,House for sale,3950000,5,2,3528,"591 4th StBrooklyn, NY 11215",Kings County
Douglas Elliman,Condo for sale,16500000,5,4,4105,"2150 BroadwayNew York, NY 10023",New York
Douglas Elliman,Condo for sale,16500000,5,4,4105,"2150 BroadwayNew York, NY 10023",New York
Douglas Elliman,Pending,2495000,5,4,4230,"217 W 122nd StNew York, NY 10027",New York
Douglas Elliman,House for sale,1950000,5,4,4000,"5501 Palisade Ave Lot 2Bronx, NY 10471",Bronx County
Douglas Elliman,Townhouse for sale,6500000,5,4,4000,"247 E 71st StNew York, NY 10021",New York
Douglas Elliman,House for sale,6995000,5,4,5000,"239 E 48th StNew York, NY 10017",New York
Douglas Elliman,House for sale,10000000,5,4,6800,"166 E 64th StNew York, NY 10065",New York
Douglas Elliman,Multi-family home for sale,1499000,5,2,2280,"18 Covert StBrooklyn, NY 11207",Kings County
Douglas Elliman,Pending,1199000,5,4,2184.207862,"116 Audley StKew Gardens, NY 11415",Queens
Douglas Elliman,Pending,1149000,5,4,2169,"48 Highland PlBrooklyn, NY 11208",Kings County
Douglas Elliman,Co-op for sale,1850000,5,3,3000,"107-40 Queens Blvd Ph 1Queens, NY 11375",Queens
Douglas Elliman,Multi-family home for sale,1299000,5,2,2184.207862,"232 27th StBrooklyn, NY 11232",Kings County
E Realty International Corp,House for sale,2098000,5,4,1200,"147-48 8th AveFlushing, NY 11357",Queens
E Realty International Corp,House for sale,1287777,5,2,2184.207862,"88-25 63rd AveRego Park, NY 11374",Queens
E Realty International Corp,House for sale,1390000,5,2,2184.207862,"66-05 Garfield AveWoodside, NY 11377",Queens
E Realty International Corp,Multi-family home for sale,1138000,5,3,1026,"1520 63rd StBrooklyn, NY 11219",Kings County
E Realty International Corp,Multi-family home for sale,1290000,5,3,2184.207862,"44-12 65th StWoodside, NY 11377",Queens
Exp Realty,House for sale,2499000,5,3,4100,"152 Whitson StForest Hills, NY 11375",Queens
Exp Realty,Multi-family home for sale,749900,5,2,1400,"159 Montauk AveBrooklyn, NY 11208",Kings County
Exp Realty,Multi-family home for sale,1080000,5,2,2570,"1110 Clarence AveBronx, NY 10465",Bronx County
Exp Realty,Multi-family home for sale,750000,5,3,3327,"4251 Carpenter AveBronx, NY 10466",Bronx County
Exp Realty,Multi-family home for sale,674999,5,2,2600,"1463 Longfellow AveBronx, NY 10460",Bronx County
Keller Williams Realty Landmark Ii,Multi-family home for sale,1275000,5,3,1920,"236 45th StBrooklyn, NY 11220",Kings County
Keller Williams Nyc,Multi-family home for sale,1288000,5,3,1500,"147-18 16th RdWhitestone, NY 11357",Queens
Keller Williams Nyc,Townhouse for sale,3400000,5,4,4852,"218 W 139th St Unit ThNew York, NY 10030",New York
Keller Williams Realty Greater Nassau,House for sale,1599000,5,3,5600,"1233 Todt Hill RdStaten Island, NY 10304",Richmond County
Keller Williams Rlty Landmark,House for sale,2998888,5,3,3800,"28-05 216th StBayside, NY 11360",Queens
Keller Williams Rlty Landmark,House for sale,2600000,5,4,3024,"214-42 27th AveBayside, NY 11360",Queens
"Nest Seekers International, Midtown",House for sale,13000000,5,4,6000,"141 W 95th StNew York, NY 10025",New York
"Nest Seekers International, Midtown",House for sale,1250000,5,4,3427,"148 Claypit RdStaten Island, NY 10309",Richmond County
Re Max Edge,Condo for sale,799000,5,2,1500,"1025 45th St Unit 4Brooklyn, NY 11219",Brooklyn
Re Max Edge,House for sale,1085000,5,3,1200,"1625 71st StBrooklyn, NY 11204",Kings County
Re Max Edge,Multi-family home for sale,848000,5,4,2080,"544 Hinsdale StBrooklyn, NY 11207",Kings County
Re Max Edge,House for sale,799000,5,4,1802,"8648 26th AveBrooklyn, NY 11214",New York
Re Max Edge,Multi-family home for sale,950000,5,2,1660,"3025 Brighton 8th StBrooklyn, NY 11235",Kings County
Re Max Edge,House for sale,875000,5,2,1974,"1646 E 54th StBrooklyn, NY 11234",Kings County
Re Max Edge,House for sale,799999,5,4,2288,"57 Middle Loop RdStaten Island, NY 10308",Richmond County
Re Max Edge,Multi-family home for sale,949000,5,4,2184.207862,"587 Van Siclen AveBrooklyn, NY 11207",Kings County
Re Max Elite,Multi-family home for sale,1190000,5,4,3720,"334 Bethel AveStaten Island, NY 10307",Richmond County
Re Max Elite,Multi-family home for sale,1179987,5,4,4143,"7069 Amboy RdStaten Island, NY 10307",Richmond County
Re Max Real Estate Professionals,Multi-family home for sale,1880000,5,2,1850,"6820 17th AveBrooklyn, NY 11204",Kings County
Re Max Real Estate Professionals,House for sale,1499000,5,3,2088,"1914 Bay Ridge AveBrooklyn, NY 11204",Kings County
Re Max Real Estate Professionals,House for sale,549000,5,2,1716,"921 Nugent AveStaten Island, NY 10306",Richmond County
Re Max Real Estate Professionals,Multi-family home for sale,1795000,5,3,1800,"166 12th StBrooklyn, NY 11215",Kings County
Re Max Real Estate Professionals,Multi-family home for sale,799900,5,2,1750,"2339 Brigham StBrooklyn, NY 11229",Kings County
"Robert Defalco Realty, Inc.",House for sale,929000,5,3,2200,"314 Montreal AveStaten Island, NY 10306",Richmond County
"Robert Defalco Realty, Inc.",Contingent,649999,5,3,2052,"80 Brewster StStaten Island, NY 10304",Richmond County
"Robert Defalco Realty, Inc.",House for sale,1999999,5,3,5301,"220 Douglas RdStaten Island, NY 10304",Richmond County
"Robert Defalco Realty, Inc.",House for sale,1199999,5,3,1728,"1206 Tabor CtBrooklyn, NY 11219",Kings County
"Robert Defalco Realty, Inc.",Multi-family home for sale,2798000,5,3,3400,"1603 11th AveBrooklyn, NY 11215",Kings County
"Robert Defalco Realty, Inc.",Multi-family home for sale,1459000,5,4,3500,"11 Torrice LoopStaten Island, NY 10309",Richmond County
"Robert Defalco Realty, Inc.",House for sale,1199999,5,3,1728,"1206 Tabor CtBrooklyn, NY 11219",Kings County
Serhant,Condo for sale,7990000,5,4,5202,"46 Laight St Unit MaisonetteNew York, NY 10013",New York
Serhant,Co-op for sale,8995000,5,4,5500,"38 W 26th St Unit 9THNew York, NY 10010",New York
Serhant,Condo for sale,7990000,5,4,5202,"46 Laight St Unit MaisonetteNew York, NY 10013",New York
Serhant,Townhouse for sale,2650000,5,4,4100,"259 New York AveBrooklyn, NY 11216",Kings County
Sotheby'S International Realty,Townhouse for sale,25500000,5,3,2184.207862,"763 Greenwich StNew York, NY 10014",New York
Sotheby'S International Realty,Co-op for sale,4150000,5,4,2184.207862,"170 W 76th St # 302/402New York, NY 10023",New York
Sotheby'S International Realty,Co-op for sale,4150000,5,4,2184.207862,"170 W 76th St # 302/402New York, NY 10023",New York
Sotheby'S International Realty,Co-op for sale,45000000,5,3,2184.207862,"4 E 66th St Fl 7New York, NY 10065",New York
Sotheby'S International Realty,Townhouse for sale,6995000,5,3,3912,"239 E 78th StNew York, NY 10075",New York
Sotheby'S International Realty,Co-op for sale,21000000,5,3,2184.207862,"730 Park Ave # 9ANew York, NY 10021",New York
Sotheby'S International Realty,Co-op for sale,1995000,5,3,2400,"520 E 90th St # 2GLMNew York, NY 10128",New York
Sotheby'S International Realty,Pending,13650000,5,3,2184.207862,"164 E 70th StNew York, NY 10021",New York
Sotheby'S International Realty,Townhouse for sale,2995000,5,2,4900,"234 W 138th StNew York, NY 10030",New York
Sotheby'S International Realty,Co-op for sale,1995000,5,3,2400,"520 E 90th St # 2GLMNew York, NY 10128",New York
Sowae Corp,Multi-family home for sale,625000,5,2,2184.207862,"371 Kosciuszko StBrooklyn, NY 11221",Kings County
Sowae Corp,Multi-family home for sale,250000,5,2,2184.207862,"130-24 150th StJamaica, NY 11436",Queens
Sowae Corp,Multi-family home for sale,346000,5,2,2184.207862,"103-12 104th StOzone Park, NY 11417",Queens
Sowae Corp,Multi-family home for sale,346000,5,2,2184.207862,"103-12 104th StOzone Park, NY 11417",Queens
Sowae Corp,Multi-family home for sale,425000,5,2,2184.207862,"755 Coster StBronx, NY 10474",Bronx County
Sowae Corp,House for sale,690000,5,2,4004,"584 Park PlBrooklyn, NY 11238",Kings County
Sowae Corp,Multi-family home for sale,499000,5,2,2184.207862,"752 Rutland RdBrooklyn, NY 11203",Kings County
Winzone Realty Inc,Multi-family home for sale,1499000,5,2,1520,"42-22 191 StFlushing, NY 11358",Queens
Winzone Realty Inc,Multi-family home for sale,1275000,5,3,2184.207862,"32-58 86th StEast Elmhurst, NY 11369",Queens
Winzone Realty Inc,House for sale,1350000,5,3,2082,"80-31 188th StHollis, NY 11432",Queens
Winzone Realty Inc,Multi-family home for sale,1200000,5,2,2184.207862,"2546 E 29th StBrooklyn, NY 11235",Kings County
Winzone Realty Inc,House for sale,1350000,5,3,2082,"80-31 188th StHollis, NY 11432",Queens
Nobroker,House for sale,2900000,5,3,6707,"29 Annfield CtStaten Island, NY 10304",Richmond County
Nobroker,Multi-family home for sale,639888,5,3,1376,"226 Dover GrnStaten Island, NY 10312",Richmond County
Nobroker,Multi-family home for sale,925000,5,2,2750,"543 Hollywood AveBronx, NY 10465",Bronx County
Brown Harris Stevens,Condo for sale,11500000,6,6,5276,"39 Lispenard St Unit 3RDFLOORManhattan, NY 10013",New York
Brown Harris Stevens,Townhouse for sale,3995000,6,6,2184.207862,"37 Prospect Pl Unit TownhouseBrooklyn, NY 11217",Kings County
Brown Harris Stevens,Condo for sale,15500000,6,6,4193,"1045 Madison Ave Apt 11Manhattan, NY 10075",New York
Brown Harris Stevens,Townhouse for sale,23000000,6,6,7058,"334 W 20th St Unit TownhouseManhattan, NY 10011",New York
Brown Harris Stevens,Townhouse for sale,23000000,6,6,7058,"334 W 20th St Unit TownhouseManhattan, NY 10011",New York
Brown Harris Stevens,Co-op for sale,2500000,6,6,3860,"870 United Nations Plaza Plz Units 37 & 38CManhattan, NY 10017",New York
Compass,Townhouse for sale,2600000,6,6,4057,"65 Gates AveBrooklyn, NY 11238",Kings County
Compass,Condo for sale,8900000,6,6,4297,"200 W End AveManhattan, NY 10023",New York
Compass,Townhouse for sale,3200000,6,6,5400,"121 W 136th StManhattan, NY 10030",New York
Corcoran Chelsea/Flatiron,Pending,13500000,6,6,2184.207862,"112 Waverly PlNew York, NY 10011",New York
Corcoran East Side,House for sale,19500000,6,6,2184.207862,"118 E 83rd StNew York, NY 10028",New York
Corcoran East Side,Townhouse for sale,10999000,6,6,2184.207862,"132 W 81st StNew York, NY 10024",New York
Corcoran East Side,Townhouse for sale,16500000,6,6,5129,"132 E 62nd StNew York, NY 10065",New York
Corcoran Park Slope,Multi-family home for sale,4800000,6,6,2184.207862,"206 Vanderbilt AveBrooklyn, NY 11205",Kings County
Corcoran West Side,Condo for sale,10900000,6,6,3633,"39 W 23rd St # NNew York, NY 10010",New York
Corcoran West Side,Condo for sale,10900000,6,6,3633,"39 W 23rd St # NNew York, NY 10010",New York
Douglas Elliman,Townhouse for sale,7550000,6,6,2184.207862,"48 Charles StNew York, NY 10014",New York
Douglas Elliman,Pending,1500000,6,6,4384,"815 Riverside DrNew York, NY 10032",New York
Douglas Elliman,Townhouse for sale,22500000,6,6,8725,"10 E 64th StNew York, NY 10065",New York
Douglas Elliman,Multi-family home for sale,1590000,6,6,2184.207862,"149-43 Hawtree StQueens, NY 11417",New York
Douglas Elliman,House for sale,11250000,6,6,4357,"995 Fifth Ave Unit 5SNew York, NY 10028",New York
Douglas Elliman,Condo for sale,40000000,6,6,7488,"111 Murray St Ph 2New York, NY 10007",New York
Douglas Elliman,Multi-family home for sale,1699000,6,6,2184.207862,"42-11 Astoria Blvd NAstoria, NY 11105",Queens
Re Max Edge,House for sale,2399000,6,6,2184.207862,"208 Mayfair Dr NBrooklyn, NY 11234",Kings County
Serhant,Condo for sale,7750000,6,6,3701,"50 Bridge Park Dr Unit 17AEBrooklyn, NY 11201",Brooklyn
Serhant,Condo for sale,17500000,6,6,5499,"37 Warren St Unit PhcdNew York, NY 10007",New York
Serhant,Townhouse for sale,14900000,6,6,2184.207862,"45 W 70th StNew York, NY 10023",New York
Serhant,Condo for sale,4395000,6,6,3498,"401 E 60th St Apt 4BNew York, NY 10022",New York
Serhant,Condo for sale,10800000,6,6,4544,"50 Bridge Park Dr Unit 22ABBrooklyn, NY 11201",Brooklyn
Sotheby'S International Realty,Co-op for sale,10500000,6,6,2184.207862,"955 5th Ave # 4 & 5ANew York, NY 10075",New York
Sotheby'S International Realty,Co-op for sale,44500000,6,6,2184.207862,"2 E 67th St Fl 9New York, NY 10065",New York
Winzone Realty Inc,House for sale,3900000,6,6,7723,"14458 BoulevardMalba, NY 11357",Queens
Winzone Realty Inc,House for sale,3900000,6,6,7723,"14446 BoulevardMalba, NY 11357",Queens
Brown Harris Stevens,Townhouse for sale,2395000,6,4,3972,"438 W 162nd St Unit TownhouseManhattan, NY 10032",New York
